donor_id,donor_name,donor_age,donor_color,sample_well,sample_polygon,sample_mri_0,sample_mri_1,sample_mri_2,structure_id,structure_name,structure_abbreviation,structure_color,top_level_structure_id,top_level_structure_name,top_level_structure_abbreviation,top_level_structure_color,psen2,snca,tnf,trem2,clu,psen1,mapt,apoe,app
309335458,H14.09.021,,0,395319193,320235414,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.7927,0.3344,-0.6462,-0.1011,0.0224,-0.7793,0.2956,-0.3864,-0.546
309335459,H14.09.022,,0,395319199,320241318,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.1868,1.1709,1.727,-0.3952,0.7854,-0.5643,1.1009,0.2351,1.3925
309335460,H14.09.023,,0,395319207,320244161,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,-0.0165,0.193,-0.5727,-1.4678,-0.0573,-0.7379,-0.0221,-0.0459,-0.9098
309335461,H14.09.024,,0,395319215,320415476,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.5567,0.1129,0,-0.1602,-0.011,-0.4252,0.6707,-0.1423,-0.1892
309335463,H14.09.026,,0,395325148,320412691,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.2407,-0.1006,0.3249,-0.5474,-0.3519,-1.0831,-0.1724,-0.7257,-0.9532
309335465,H14.09.028,,0,395325158,320812420,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.1668,0.4637,2.2693,-0.0717,-0.0567,-0.3464,-0.6618,-1.1451,-0.2773
309335467,H14.09.030,,0,395325170,320965914,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.0812,0.1572,0,-0.9889,-0.0884,0.6133,-0.0842,-0.1001,-0.6506
309335468,H14.09.031,,0,441278402,382913506,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.3921,0.3499,0,-0.127,0.0948,-0.1641,0.0881,-0.1893,-1.1456
309335469,H14.09.032,,0,441278410,330090729,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.7127,0.7145,0.4192,-0.1961,0.6916,-0.1494,-1.0289,-0.9198,0.3184
309335470,H14.09.033,,0,441278418,382980486,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,-0.0702,-0.0226,0,-0.4816,-0.1857,-0.2094,-0.2452,-0.3748,-0.6593
309335471,H14.09.034,,0,441278426,396297509,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,-0.0921,0.8254,0,0.4392,-0.8985,-0.2608,0.5409,-0.9456,0.4928
309335474,H14.09.037,,0,441278434,330125289,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,-0.3747,0.4617,0.8712,-0.3816,0.3589,-1.0322,1.1185,0.7912,0.0932
309335475,H14.09.038,,0,441278443,330178568,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.9384,0.6525,0.3014,-1.1871,0.3297,-0.6726,0.2633,0.3219,-0.4026
309335476,H14.09.039,,0,441298604,396231458,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,1.1813,0.108,0,-0.5113,-0.2845,-0.5116,0.5007,-0.1904,1.0025
309335477,H14.09.040,,0,441298628,396267640,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,1.357,-0.1333,0,-1.9636,-0.1582,-0.9596,-0.2746,-0.6472,-1.0568
309335479,H14.09.042,,0,472517769,470087811,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,-0.2852,-0.5959,-0.4845,0.1151,-0.7079,-0.8579,-0.6507,-0.2535,-0.9615
309335480,H14.09.043,,0,441298683,330202642,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,-0.5166,0.1646,0,-0.5663,0.0537,-1.2554,0.6929,-1.2536,-0.6566
309335482,H14.09.045,,0,472517775,470088702,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,-0.0263,-0.1103,0.4823,-0.0467,-0.8571,-0.5487,0.4229,-0.8096,-0.6805
309335483,H14.09.046,,0,472517783,470089664,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.8631,0.7596,-0.3478,-1.5193,-0.3635,-0.7534,1.5099,0.0469,0.2651
309335484,H14.09.047,,0,472517791,470091219,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.6503,0.9015,-0.4267,-0.2076,-0.4465,-1.1225,0.8216,-0.463,0.4997
309335485,H14.09.048,,0,472517799,470094318,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.5463,-0.6683,1.0077,-0.2116,2.3272,0.3978,-1.1195,0.3818,-1.3246
309335487,H14.09.050,,0,472517877,470528286,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,-0.204,-0.2582,-0.4016,-0.1206,-0.8263,-0.5609,-0.0313,-0.2508,-0.1115
309335488,H14.09.051,,0,472517885,470531113,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,1.0945,0.8592,0.4675,-1.7115,0.123,-1.0316,0.5964,-0.6765,0.6504
309335489,H14.09.052,,0,472517893,470531325,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.6743,1.3866,-0.3505,-0.7391,0.0284,-0.2527,-0.2272,-0.6342,-0.1032
309335490,H14.09.053,,0,475848354,471916031,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.7105,0.3979,0.5917,-0.0653,-0.4273,-1.0322,1.2819,-0.4945,0.2191
309335491,H14.09.054,,0,475848362,471919214,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.2178,-0.0334,0,-1.1693,-0.3658,0.032,0.3589,-0.6478,-0.9429
309335492,H14.09.055,,0,475848370,471926364,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,-0.2654,0.2858,0,0.2502,1.195,-0.6143,-0.2421,-0.1897,-1.1129
309335493,H14.09.056,,0,475848378,471938745,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.6709,0.2732,0.2122,-0.1978,-0.4621,-0.9113,0.6178,0.1616,-0.0834
309335494,H14.09.057,,0,475848386,471947125,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.8698,0.1641,0.2289,-1.7187,-0.6169,-0.9324,0.3591,0.2061,-0.4999
309335495,H14.09.058,,0,475848394,472347700,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.4777,0.311,0,-0.9161,-0.4981,-0.7062,0.4953,-0.1107,0.9948
309335496,H14.09.059,,0,475848530,475333014,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.9638,0.6478,0,-0.6381,0.0567,0.0619,-0.2565,-1.7148,-0.2656
309335497,H14.09.060,,0,475848538,475333022,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.9336,0.73,1.2718,-0.9141,-0.6311,-0.6843,0.683,-1.2852,0.6948
326765648,H14.09.061,,0,475848546,474619066,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,-0.112,0.0086,1.3904,0.0405,1.2252,-0.3611,-1.3637,0.7107,-0.6028
326765649,H14.09.062,,0,475848554,475034599,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,-0.3131,0.7315,0,-0.1002,0.2288,-0.6102,-0.1661,-0.5342,-0.6034
326765650,H14.09.063,,0,477135131,475585399,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,-0.5479,0.5277,0.5171,-0.0813,0.8305,-0.8129,0.6649,0.0509,-0.0156
326765651,H14.09.064,,0,477135139,475585490,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.6989,-0.4305,0.4171,-0.713,-0.023,-0.1143,-0.291,0.1952,-0.5098
326765653,H14.09.066,,0,477135149,475236694,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,-0.5135,0.9026,-0.496,-3.3282,0.4784,-0.9361,1.3513,-1.3558,1.3487
326765654,H14.09.067,,0,477135157,475585516,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.8676,1.2272,0.2212,-0.2925,-0.0637,-0.6232,0.1572,-0.2698,0.7595
326765655,H14.09.068,,0,477135165,475619164,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.8172,0.8543,0.3372,-0.3545,-0.3059,-0.8928,-0.3468,-0.5084,0.1734
326765656,H14.09.069,,0,477135174,475846153,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,1.5668,0.6399,0.2287,0.8317,0.2467,0.1864,-0.2487,-0.2874,0.0608
326765657,H14.09.070,,0,477135254,475846387,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,-0.3738,-1.9644,0.3979,-0.5515,-0.7352,-1.2413,0.7028,-0.7001,-2.6667
326765658,H14.09.071,,0,477135263,475846425,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.4031,0.5911,0,-0.7178,-0.237,-0.5598,-0.0137,0.1784,-0.3526
326765659,H14.09.072,,0,477135271,475738124,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.5676,-0.0598,-0.3991,-0.8679,-0.1967,-0.2673,-0.2991,-0.3935,-1.1516
326765660,H14.09.073,,0,480148741,476796571,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,-0.0725,0.4161,0,0.1433,0.6048,-0.1385,0.3811,-0.7228,0.5619
326765661,H14.09.074,,0,480148749,476796608,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.8731,0.6227,0,-1.4592,0.1828,-1.0812,1.4352,-0.4378,0.5282
326765662,H14.09.075,,0,480148757,476796692,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,1.053,0.4702,0,-0.7949,0.4154,-0.7167,0.9909,-0.1007,0.1133
326765663,H14.09.076,,0,480148765,476799411,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,-0.5183,-0.2604,0.3158,0.0887,0.2111,-0.407,-1.2767,-1.0471,-0.568
326765664,H14.09.077,,0,480148771,476799619,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,-0.1395,-0.4797,0.3121,-1.1024,-0.697,-0.4632,-0.0576,-0.7956,-1.3993
326765666,H14.09.079,,0,480149029,477045928,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.2871,1.5499,0,0.136,-0.5519,-0.7135,0.7953,0.0207,1.3768
326765667,H14.09.080,,0,480149037,477051878,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.3252,-0.0668,0.9502,-0.809,0.2976,-0.6622,0.1752,-0.0728,-0.9982
326765668,H14.09.081,,0,480149045,477050924,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.9376,0.3864,0.3319,-0.2903,-0.1533,-0.005,-0.8532,-0.361,-0.6822
326765669,H14.09.082,,0,480149053,477051218,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.9272,0.197,0,-0.705,-0.3018,-0.9613,-0.1238,0.4416,-1.098
326765670,H14.09.083,,0,480149621,478890926,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.9516,0.0298,0,-0.5239,0.069,-1.0678,1.1578,-0.3305,-0.8574
326765673,H14.09.086,,0,480149635,478891418,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.8013,-0.93,1.1526,0.3709,0.459,-0.7757,-0.4989,0.3724,-1.7497
326765674,H14.09.087,,0,480149643,478891131,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.5634,1.3558,0,-1.2093,-0.141,-0.2335,-0.0118,0.4026,0.0683
326765675,H14.09.088,,0,480149575,478891165,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.4677,0.2096,0.9163,-0.3075,0.2225,-0.5122,0.0488,-1.8955,-0.9075
326765676,H14.09.089,,0,480149583,479003805,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.8598,1.0249,0.4977,-0.2367,-1.3941,-0.036,0.2514,-0.3693,0.6176
326765677,H14.09.090,,0,480149591,478924709,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.0781,0.5701,0,-0.3971,0.1978,-1.0095,0.6034,-0.0545,0.3627
326765678,H14.09.091,,0,480149597,478924954,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.0155,0.1138,-0.1075,-0.3802,0.725,-0.3243,0.4386,0.0214,0.6459
326765679,H14.09.092,,0,480149605,478925049,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,-0.3902,0.0295,0,-1.6042,-0.2648,-0.6254,-0.4704,-1.4247,-0.0346
326765680,H14.09.093,,0,480735336,479683620,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.7697,0.1419,-0.0891,-1.1264,-1.3773,-0.8453,1.0045,-1.4399,-0.0845
326765681,H14.09.094,,0,480735344,479683671,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,-0.7104,-0.8792,0.2198,1.1781,0.8459,0.1086,-1.3284,0.3047,-1.3621
326765682,H14.09.095,,0,480735352,479706303,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.5474,0.6939,1.7333,-1.9054,0.0685,0.1076,-0.565,0.6552,-1.1217
326765683,H14.09.096,,0,480735360,479706615,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.433,-0.196,-0.5208,-0.2538,-0.235,-1.4624,0.7763,0.2662,-0.3148
326765684,H14.09.097,,0,480735366,479709076,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,1.2242,1.1526,0,-0.7029,0.1455,-0.7192,0.955,-0.5722,0.2398
326765685,H14.09.098,,0,480735286,479713548,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,-0.5583,0.8206,0,-2.0054,-0.5062,-1.432,0.6934,-2.3971,-0.2489
326765686,H14.09.099,,0,480735294,479714826,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.5579,-0.2398,-0.4805,-0.1916,-0.3079,-0.4769,0.1363,0.9935,-0.145
326765687,H14.09.100,,0,480735302,479715195,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.8657,0.0727,1.6438,0.1562,-0.3415,0.5751,-0.4663,-0.4126,0.444
326765688,H14.09.101,,0,480735310,479715379,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.2542,0.8672,-0.2871,-0.9306,-0.0097,-0.8303,0.1207,-3.6821,0.3152
326765689,H14.09.102,,0,480735318,479715701,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.6565,0.6732,0,-0.8634,1.3828,-1.379,0.4071,0.1256,0.1402
467056391,H15.09.103,,0,482655824,480363829,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.4128,0.2093,0,-0.9195,-0.8348,-0.0436,1.3598,-0.2062,0.9471
467056397,H15.09.104,,0,482655832,480365890,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.7093,0.053,-0.5338,-0.8995,-0.0351,-0.755,0.054,-0.032,-1.8018
467056406,H15.09.107,,0,482655778,480365152,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.9284,0.6297,-0.0251,-0.301,-0.0053,-0.6557,-0.4178,0.4114,-0.0396
467056407,H15.09.108,,0,482655786,480363848,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.6392,0.6356,0.428,-0.1641,0.3244,-0.7338,0.5396,-0.6082,-0.3134
467056408,H15.09.109,,0,482655794,480366804,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,-0.6599,0.1573,2.2853,0.4071,-0.1091,-0.5598,-0.4679,-1.0131,-0.9883
467056409,H15.09.110,,0,482655802,480366577,-1,-1,-1,10208,parietal neocortex,PCx,F0DABE,10153,neural plate,NP,D7D8D8,0.4449,0.4399,0,-1.4042,0.6492,-0.6285,0.0178,-0.6288,0.7164
309335438,H14.09.001,,0,320630838,310790522,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,0.464,1.128,0.2207,-0.4431,0.14,-0.5538,0.7286,-0.3606,1.1211
309335439,H14.09.002,,0,320630850,310790399,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,1.422,0.6894,-0.3237,-0.7868,-0.8649,-0.2129,0.5227,-0.7628,1.6669
309335440,H14.09.003,,0,320630854,310790506,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,0.3466,1.3534,0.4369,0.1284,-0.6069,-0.6016,0.3415,-0.8425,0.6586
309335441,H14.09.004,,0,320630862,310953928,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,0.0616,-1.0048,-0.3035,-0.951,0.14,-0.021,-0.9574,-0.0061,-1.3367
309335443,H14.09.006,,0,320630979,310790516,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,0.5354,0.5933,0.5472,-0.6557,0.0078,-0.5841,0.1689,-0.4773,0.3044
309335444,H14.09.007,,0,320630951,310948492,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,0.3356,0.2471,-0.3237,-0.1663,0.2352,-1.0375,-0.1162,-0.3166,-1.4642
309335445,H14.09.008,,0,320630963,310978795,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,0.8971,1.001,-0.3076,-1.0366,-0.6725,-0.8443,0.4771,-0.5827,0.9765
309335446,H14.09.009,,0,321912251,313082803,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,-0.0844,0.4466,1.9565,0.2659,-0.0616,-1.3767,0.8298,-1.2697,0.5037
309335447,H14.09.010,,0,321912259,313127811,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,0.1843,0.1894,0,0.1347,-2.4505,-0.2077,-0.0554,-2.5129,0.7286
309335448,H14.09.011,,0,321912261,313616475,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,1.3459,-0.0221,0.2658,-1.4528,0.7078,-0.7683,0.6409,0.5926,-0.3407
309335449,H14.09.012,,0,321912265,313082360,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,1.1358,0.0259,0,-0.9345,0.5417,-0.8618,0.7877,-0.1654,-0.5011
309335450,H14.09.013,,0,321912273,313151068,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,0.574,0.0109,0.607,-0.2829,0.5147,-0.35,-0.0854,0.141,0.1417
309335451,H14.09.014,,0,321912281,313140440,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,-0.5703,1.4286,0.6692,-0.1721,-0.8719,-0.3473,-0.4442,-1.0888,0.3258
309335452,H14.09.015,,0,321912196,313082610,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,1.4516,1.1152,-0.3282,-1.5032,-0.6,-0.8359,0.8261,0.2186,0.1222
309335453,H14.09.016,,0,321912202,313082242,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,0.4957,-0.6924,-0.0377,-0.0775,1.3826,0.2442,-1.046,-0.0505,-1.8502
309335454,H14.09.017,,0,321912210,313793272,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,1.2925,2.0103,0,-1.2927,-3.0306,-0.271,-0.5376,-1.9615,2.712
309335455,H14.09.018,,0,321912218,313796157,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,-0.3865,1.0256,0,-0.8364,0.0489,-0.8929,0.648,-0.1945,0.9142
309335456,H14.09.019,,0,395319181,320232200,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,0.422,0.6912,0.3545,-0.4358,-0.718,-1.5326,-0.0662,-0.2616,-0.7063
309335457,H14.09.020,,0,395319189,320235219,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,0.4985,0.5465,0,-0.5326,0.0961,-0.8197,0.3107,-1.139,0.8872
309335458,H14.09.021,,0,395319195,320235493,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,0.524,-0.1892,0,0.148,-2.0226,-0.3816,-0.6131,-0.7886,-0.429
309335459,H14.09.022,,0,395319201,321877437,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,0.2622,0.3799,0,-0.8903,-0.1576,-0.8518,0.5125,-0.1411,0.185
309335460,H14.09.023,,0,395319209,320244166,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,1.8085,-0.0699,0,-1.158,0.0031,-0.8419,0.3814,-0.1546,0.2115
309335461,H14.09.024,,0,395319217,320808564,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,0.0629,-0.3365,0.1589,-0.5076,-0.1039,-0.0229,0.5068,-0.5375,-0.3855
309335462,H14.09.025,,0,395325142,320812375,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,1.1163,0.9844,0.8801,-0.5336,0.6081,-0.071,0.3698,0.4612,0.6951
309335463,H14.09.026,,0,395325150,320409986,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,-0.2896,0.8348,0,-0.9064,-0.5171,-0.9964,0.331,-0.3384,-0.3228
309335465,H14.09.028,,0,395325160,320812528,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,0.6124,1.3162,0.1076,-0.2383,0.1813,0.0323,0.267,-0.8347,1.401
309335466,H14.09.029,,0,395325164,321886149,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,1.1798,1.6986,0.8148,-0.5628,-0.0239,-0.8189,0.0236,-1.1719,1.8551
309335467,H14.09.030,,0,395325172,320817998,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,-0.0233,0.6452,0.2753,-0.4076,-0.1305,-0.0142,-0.066,-0.6618,0.0346
309335468,H14.09.031,,0,441278404,330079027,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,0.3058,0.2757,0,-1.2467,-0.6841,-0.1139,0.1526,-0.7659,0.0021
309335469,H14.09.032,,0,441278412,382967336,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,-0.5552,0.7819,0.4831,-0.5372,0.6964,-1.1913,-0.5787,-1.5648,-0.452
309335470,H14.09.033,,0,441278420,330103258,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,1.1026,0.0558,1.4177,0.2953,-0.2868,0.621,0.4021,-0.1269,0.8095
309335471,H14.09.034,,0,441278428,382980554,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,-0.0169,1.4705,2.3372,-0.0635,-0.3394,-1.108,0.8447,-0.0786,1.3237
309335474,H14.09.037,,0,441278436,330163772,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,-0.0686,0.6085,0,-0.0027,-0.0506,-0.3053,0.0932,-0.1569,-0.1309
309335475,H14.09.038,,0,441298584,330184238,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,1.321,1.1006,0,-1.2044,-0.6811,-0.7437,0.7176,-0.6198,0.9974
309335476,H14.09.039,,0,441298611,396229845,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,1.8912,-0.7737,0,-1.0356,-1.373,-0.4612,-0.2716,-0.6285,0.2274
309335477,H14.09.040,,0,441298654,396267887,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,0.5659,0.4445,-0.3331,-0.6288,-0.1834,-0.5788,0.0353,0.1384,-0.1211
309335480,H14.09.043,,0,441298691,330209228,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,-0.3528,0.3137,-0.3658,-1.2012,0.2682,-0.8287,0.4789,-0.4682,-0.3026
309335481,H14.09.044,,0,441298712,356046518,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,1.1368,1.5409,0.2629,-0.2772,0.1957,-1.1431,-0.1489,-0.7682,0.9088
309335482,H14.09.045,,0,472517779,470088194,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,0.2564,-0.7873,1.5606,-0.4905,-1.4857,-0.9813,0.6753,-1.011,-0.2291
309335483,H14.09.046,,0,472517787,470088714,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,0.7073,0.5166,0,-0.8914,-0.2064,-1.266,0.9533,0.002,0.0048
309335484,H14.09.047,,0,472517795,470090003,-1,-1,-1,10235,temporal neocortex,TCx,EBBFD0,10153,neural plate,NP,D7D8D8,0.7107,0.5937,0,-0.0791,-1.0372,-0.7679,0.286,-0.7027,0.3523
